,key,key confidence,duration,hotness,energy,loudness,tempo,mode,mode_confidence,danceability,year,album,artist name,title
1520,0,0.752,209.97179,0.138461596356064,0.0,-7.094,93.265,1,0.804,0.0,2007,Jodelzauber,Oesch's die Dritten,Der weisse Mond von Maratonga
1521,11,0.024,206.18404,0.3282365836777532,0.0,-5.851,128.399,1,0.299,0.0,0,Summer of a Thousand Years,The Grip Weeds,Melancholia
1522,10,0.264,329.37751,0.5829215764506247,0.0,-5.626,150.077,0,0.413,0.0,1992,Jar of flies / Facelift / Dirt,Alice In Chains,Sickman
1523,6,0.018,167.6273,0.40358823765010066,0.0,-14.904,123.094,0,0.407,0.0,1994,Zipless (Deluxe),Vanessa Daou,Smoke
1524,9,0.043,409.96526,0.41652939963732327,0.0,-2.93,116.49,1,0.256,0.0,2008,Eidolon,Dark Fortress,The Silver Gate
1525,5,0.083,130.92526,0.441537878476653,0.0,-13.391,93.119,0,0.33,0.0,0,Live,Gloria,If Music Be The Food Of Love
1526,4,0.518,184.37179,0.29145182123693636,0.0,-3.663,130.12,0,0.46,0.0,2003,New Universe,Wilshire,Special
1527,1,0.491,189.07383,0.36735534360917704,0.0,-8.885,90.033,1,0.549,0.0,2009,Monuments,Legacy Five,Out Of My Darkness
1528,5,0.714,330.26567,0.5800131829395042,0.0,-7.294,133.155,1,0.716,0.0,0,Best 1991 - 2004,Seal,Prayer For The Dying (Album Version)
1529,0,0.435,220.05506,0.35303405577540575,0.0,-25.585,0.0,0,0.678,0.0,0,Respighi: Ancient Airs and Dances,Sir Neville Marriner,Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne)
1530,5,0.103,260.33587,0.779968004597178,0.0,-3.693,140.027,1,0.433,0.0,2005,All The Right Reasons,Nickelback,Follow You Home (Album Version)
1531,0,0.762,171.2322,0.3099016828429698,0.0,-11.101,114.045,1,0.662,0.0,1997,Las Numero 1 De Angelica Maria,Angélica María,Una Sopita De Tu Propio Chocolate
1532,0,0.673,269.322,0.4159376408281591,0.0,-9.041,140.044,1,0.593,0.0,2003,Groovalicious,Chris Standring,Say What!?!
1533,7,0.018,180.37506,0.28240219935191896,0.0,-16.067,60.509,1,0.484,0.0,2001,Navnet Jesus,Mons Leidvin Takle,Blott En Dag
1534,1,0.084,154.38322,0.4358082848637359,0.0,-19.751,98.509,1,0.492,0.0,0,Harry Potter And The Order Of The Phoenix Original Motion Picture Soundtrack,Nicholas Hooper,The Sirius Deception (Album Version)
1535,5,0.611,128.83546,0.46549967912041307,0.0,-8.966,139.972,0,0.712,0.0,2010,Heliocentric,The Ocean,Catharsis Of A Heretic
1536,5,0.61,168.12363,0.29911257953883963,0.0,-14.058,94.994,0,0.638,0.0,0,12 Grandes exitos Vol. 1,Los Solitarios,Verdad Amarga
1537,5,0.132,234.68363,0.301246881415998,0.0,-14.213,102.605,0,0.354,0.0,0,Vibes,Glen Washington,Your Love
1538,1,0.44,184.05832,0.5243789875148084,0.0,-6.547,131.121,1,0.468,0.0,2001,Underground Network,Anti-Flag,Spaz's House Destruction Party
1539,9,0.57,282.85342,0.7551499130578622,0.0,-7.341,125.958,1,0.575,0.0,2008,Awake Live,Josh Groban,Mai [Live]
1540,4,0.499,178.75546,0.35102262079534835,0.0,-21.858,163.083,0,0.559,0.0,0,Josh White Vol. 1 1929-1933,Josh White,This Heart Of Mine
1541,11,0.582,310.20363,0.0,0.0,-12.634,115.919,1,0.57,0.0,0,Made New,The Paynes,When He Was On The Cross (I Was On His Mind)
1542,6,0.096,247.71873,0.40070522715058843,0.0,-8.64,80.996,0,0.434,0.0,0,Bacilos,Bacilos,Lo Mismo Que Yo (Bonus Track)
1543,1,0.595,241.97179,0.44859380261178367,0.0,-9.295,171.329,1,0.648,0.0,1994,Best Ones,4Him,Wings
1544,6,0.043,114.02404,0.2933211251884678,0.0,-8.502,75.889,0,0.544,0.0,0,Spread The Germs,Scalplock,Pedagogy for the Oppressed (Album Version)
1545,5,0.778,165.53751,0.33164243923344205,0.0,-11.126,101.272,1,0.596,0.0,0,20 Suosikkia / Tulisuudelma,Erkki Junkkarinen,Rakkautta Kööpenhaminassa - Förälskad i Köpenhamn -
1546,10,0.216,231.94077,0.3150656045394659,0.0,-14.1,140.019,0,0.311,0.0,0,Tribesman Album,Juggler,How It Feels
1547,10,0.353,291.83955,0.14468466090957882,0.0,-14.199,82.733,1,0.248,0.0,1982,Rit/2,Lee Ritenour,Keep It Alive
1548,5,0.0,74.68363,0.4072397164458532,0.0,-3.599,104.805,0,0.099,0.0,0,One,Cursed,Pariah
1549,7,0.133,194.45506,0.3394049885161382,0.0,-4.533,84.461,0,0.17,0.0,2006,In The City Of Sleep,The Fever,Bye Bye Betty Blue
1550,1,0.466,187.24526,0.5204895709802003,0.0,-5.73,109.072,1,0.395,0.0,2008,Adventures In Emceein,KRS-One,Getaway
1551,0,0.085,162.87302,0.3267503339737977,0.0,-16.055,174.609,0,0.651,0.0,0,Washboard Sam Vol. 1 (1935-1936),Washboard Sam,Come On In
1552,1,0.485,280.00608,0.47070038961361016,0.0,-9.429,99.059,1,0.493,0.0,1998,20th Century Masters: The Millennium Collection: Best Of Semisonic,Semisonic,Secret Smile
1553,0,0.423,262.24281,0.41325469345890786,0.0,-8.285,130.513,1,0.53,0.0,2000,Coleccion de Oro,Carlos Vives,Si Es Que Te Vas
1554,1,0.343,419.68281,0.40864682737660296,0.0,-5.251,93.924,1,0.476,0.0,0,The Experience,Vanessa Bell Armstrong,Greater
1555,1,0.418,211.9571,0.4308976087151808,0.0,-11.331,120.583,0,0.364,0.0,1990,Hack,Information Society,Hack 1/Charlie X
1556,8,0.529,244.27057,0.2386963500981182,0.0,-16.375,162.984,1,1.0,0.0,0,"En ""Algo Nuevo",Tito Rodriguez_ Louie Ramirez,La Piel de Tu Alma
1557,6,0.302,46.86322,0.2996562255076095,0.0,-17.532,111.006,1,0.45,0.0,0,As It Should Be,Margaret Smith,Disciplinarian
1558,7,0.627,255.00689,0.08016693866425,0.0,-10.791,170.702,1,0.639,0.0,0,Smiling,Wilks featuring doniki,Fly to zion
1559,9,0.108,214.09914,0.5128121029400006,0.0,-4.678,113.966,0,0.275,0.0,0,Directo en tus manos,Carlos Baute,Estas hecha para mi (Directo 09)
1560,4,0.352,233.66485,0.48519826314379494,0.0,-11.104,160.052,0,0.44,0.0,2006,Little Man,The Pineapple Thief,Boxing Day
1561,3,0.256,161.74975,0.3513450770925733,0.0,-9.23,110.603,1,0.397,0.0,0,Bahamian Songs,Blind Blake & The Royal Victoria Hotel Calypsos,Bahama Lullaby
1562,1,0.777,250.72281,0.281396284444565,0.0,-22.088,158.982,1,0.664,0.0,0,Hymn To Sophia (Hymne Til Sofia),John Tchicai,Musica Sacra Nova: Morgen I Frydenlund
1563,7,0.914,109.16526,0.43676906970906904,0.0,-19.736,63.334,1,0.772,0.0,1998,Chez Toots,Toots Thielemans,Le Temps Des Cerises
1564,2,0.661,215.43138,0.3989088977214786,0.0,-12.067,157.532,1,0.417,0.0,1991,8-Way Santa,Tad,Stumblin' Man (Album)
1565,7,0.767,116.4273,0.3264296677422378,0.0,-9.873,130.815,1,0.837,0.0,0,This Will Be Laughing Week,Ultimate Fakebook,This Will Be Laughing Week
1566,0,0.858,294.05995,0.2979492662186256,0.0,-14.467,150.782,1,0.695,0.0,2010,Os soños que volven,Susana Seivane,Mazurcas das Rías Baixas
1567,5,0.313,401.97179,0.3131716019482552,0.0,-7.121,132.188,1,0.254,0.0,0,Live Au Divan Orange,Oztara,Valérie
1568,6,0.748,235.10159,1.0059419659547393,0.0,-6.618,94.993,1,0.617,0.0,2000,Bridging The Gap,Black Eyed Peas / Les Nubians / Mos Def,On My Own
1569,0,0.568,283.24526,0.5204121100542216,0.0,-9.805,126.007,1,0.477,0.0,0,Minimum - Maximum,Kraftwerk,Elektro Kardiogramm (Live)
1570,9,1.0,1054.37995,0.33504177703727017,0.0,-11.906,246.5,1,0.825,0.0,0,Morning to 3am,The Frequency,Ego is the drug/3am
1571,4,0.0,31.42485,0.0,0.0,-12.483,123.709,1,0.0,0.0,0,Live!,Giorgos Tsalikis,Apotoma
1572,4,0.725,207.20281,0.5384911275040679,0.0,-14.799,154.603,0,0.529,0.0,0,Conscious Party,Ziggy Marley And The Melody Makers,What's True
1573,5,0.595,211.74812,0.34440544457021643,0.0,-5.184,216.196,1,0.481,0.0,0,Subir Al Cielo,MDO,Tonight_ Te Amaré
1574,8,0.461,279.74485,0.3730007395759258,0.0,-9.027,172.35,0,0.448,0.0,2008,Music in My Soul,Leigh Jones,Have It Your Way
1575,10,0.576,133.82485,0.5465451619554416,0.0,-8.06,120.663,0,0.37,0.0,2007,Colors,Between The Buried And Me,Foam Born (A) The Backtrack (Album Version)
1576,5,0.583,267.67628,0.39759432410586093,0.0,-10.96,176.349,1,0.326,0.0,2000,Viva Brazil,Tania Maria,Vem Pr'a Roda
1577,6,0.062,247.562,0.41339391128749997,0.0,-6.57,106.435,0,0.194,0.0,2000,Born And Raised In Compton: The Greatest Hits,DJ Quik,Pitch In OnA Party
1578,4,0.645,192.20853,0.2908353640317867,0.0,-7.012,141.681,0,0.478,0.0,0,Serie 3x4 (Karina_ Massiel_ Jeanette),Massiel,Acordeón
1579,9,0.53,239.67302,0.4548483687641747,0.0,-7.345,151.869,1,0.489,0.0,0,El Amor,Yahir,El Amor (Version Nortena)
1580,2,0.32,166.42567,0.40502545533074,0.0,-8.107,117.368,1,0.469,0.0,2008,Turn Me Well,Micachu,Just In Case
1581,10,0.0,259.63057,0.5608197692618571,0.0,-7.295,130.098,0,0.0,0.0,1999,Wisconsin Death Trip,Static-X,Love Dump (Clean Album Version)
1582,11,0.78,229.40689,0.0,0.0,-9.793,130.823,0,0.757,0.0,0,Versunkener Schatz,Paso Doble,Kleine Killer
1583,2,0.109,156.29016,0.39579127377388607,0.0,-9.322,108.417,1,0.597,0.0,0,Let Me Get Close To You (With Bonus Tracks),Skeeter Davis,It Was Only A Heart
1584,5,0.565,277.10649,0.2227941249810687,0.0,-7.077,116.992,1,0.528,0.0,2009,More Like Me,Webb Wilder,Too Cool for Love
1585,0,0.061,749.81832,0.0,0.0,-16.889,117.985,1,0.084,0.0,0,Aria Di Citta',Gruppo Jazz Marca,Sensazioni a_b & c
1586,5,0.173,264.25424,0.37456025292704015,0.0,-9.109,90.055,0,0.236,0.0,2007,97 | 07,Atman,Dancing With the Goddess (ttt rmx)
1587,3,0.256,437.9424,0.4060625503033698,0.0,-6.042,123.994,0,0.138,0.0,2001,At Night (The Unreleased Mixes),Shakedown,At Night
1588,10,0.012,338.02404,0.29725838406265936,0.0,-9.992,77.352,0,0.15,0.0,0,Diamond Sutra,Biddu,Raag Trance
1589,2,0.392,199.28771,0.44194516051412097,0.0,-3.353,141.749,1,0.474,0.0,0,Technicolor,Parachute Band,No Eye Has Seen
1590,6,0.288,395.28444,0.3493144074839537,0.0,-5.299,127.981,1,0.437,0.0,2006,Summerfish,Leonid Rudenko,Summerfish
1591,5,0.398,308.53179,0.14468466090957882,0.0,-6.359,81.828,0,0.417,0.0,0,It's Not Over,Wilmington Chester Mass Choir,Lord You're Worthy (Album)
1592,9,0.311,277.81179,0.40737314928722795,0.0,-4.092,136.271,1,0.372,0.0,0,The Plan,Raze,Laying Down My Will (The Plan Album Version)
1593,0,0.716,204.14649,0.28600751794159174,0.0,-8.755,121.945,1,0.7,0.0,0,Where the River Meets the Bay,Stewart Francke,Across Decker's Field
1594,1,0.366,227.70893,0.5264582234639895,0.0,-8.901,87.953,1,0.595,0.0,2008,Umbrella,All Time Low,Umbrella
1595,0,0.708,227.94404,0.38065635952956267,0.0,-10.242,84.001,1,0.761,0.0,1998,James Last And Friends,James Last,Summer Rain
1596,1,0.0,246.07302,0.32954332248799556,0.0,-8.15,179.831,0,0.0,0.0,1993,Ghetto Dope,5th Ward Boyz,Undercover Gangstas
1597,1,0.237,341.75955,0.3258459451753698,0.0,-10.537,120.731,1,0.37,0.0,0,Swing Spring,Bill Perkins,Swing Spring
1598,2,0.789,184.0322,0.1489854809922737,0.0,-5.074,120.038,1,0.693,0.0,0,Chansons Cochonnes et Chansons Paillardes,Bézu,La bite du plombier
1599,8,0.004,225.74975,0.3586856662337679,0.0,-15.893,110.598,1,0.181,0.0,1988,85555,Spliff,S.O.S.
1600,10,0.519,201.92608,0.42380844353697666,0.0,-14.361,144.232,1,0.761,0.0,0,The Collection,Bert Kaempfert And His Orchestra,Wheeling Free
1601,4,0.665,199.05261,0.39428262114457113,0.0,-22.272,86.463,0,0.605,0.0,2008,The Sisterhood of the Traveling Pants 2,Rachel Portman,Bridget
1602,2,0.392,175.72526,0.357663447690192,0.0,-11.556,109.847,0,0.419,0.0,2009,Finistériens,Miossec,Nos plus belles années
1603,4,0.463,274.78159,0.5344297136566577,0.0,-5.958,92.998,1,0.401,0.0,0,T.O.S. (Terminate On Sight),G-Unit,I Don't Want To Talk About It
1604,2,0.626,363.20608,0.0,0.0,-12.935,85.551,1,0.556,0.0,0,Slow-Cooked Pig Meat,Memphis Sheiks,Ramblin' On My Mind
1605,11,0.137,165.25016,0.3135007553703385,0.0,-12.325,121.375,1,0.443,0.0,0,Champion Of The Blues,Champion Jack Dupree,Snaps Drinking Woman (LP Version)
1606,10,0.152,1598.1971,0.44387567634355013,0.0,-7.638,74.384,1,0.0,0.0,2000,Live at Brixton Academy 1999,Atari Teenage Riot,Live At Brixton Academy 1999
1607,4,0.239,184.00608,0.7660761644197827,0.0,-2.895,127.15,0,0.323,0.0,2006,The Black Parade,My Chemical Romance,House Of Wolves (Album Version)
1608,9,0.0,338.12853,0.3167245506978163,0.0,-13.422,84.895,0,0.063,0.0,0,Nunca Tuve Tanto Blues,Memphis La Blusera,Exactamente Medianoche
1609,0,0.766,196.88444,0.35303574014515915,0.0,-18.338,158.767,1,0.811,0.0,1930,Legendary Country Blues Artists - CD A,Sleepy John Estes,Street Car Blues
1610,7,0.109,12.12036,0.4370505575231345,0.0,-17.425,137.537,1,0.345,0.0,0,CiSTm KonFLiqt,The Mad Capsule Markets, -start ID-
1611,4,0.428,184.18893,0.34919221761645924,0.0,-4.665,81.767,1,0.074,0.0,0,All Things Are Connected,Schizoid,Dementia
1612,10,0.013,3.99628,0.3605835821516753,0.0,-34.033,0.0,1,0.255,0.0,1998,Boo-Tay,Bare Jr.,Snippet 15
1613,7,0.861,201.74322,0.4179822750090275,0.0,-14.173,111.428,1,0.818,0.0,0,Songs Of The Fabulous Century,Roger Williams,Cool Water
1614,8,0.648,90.90567,0.4584394682388324,0.0,-9.505,108.445,1,0.524,0.0,1991,I Wish My Brother George Was Here,Del Tha Funkee Homosapien,Ya Lil' Crumbsnatchers (LP Version)
1615,1,0.171,210.54649,0.6077927514628412,0.0,-12.26,130.325,0,0.238,0.0,2003,THE EYES OF,Alice Cooper,This House Is Haunted
1616,0,0.0,191.97342,0.3163540008222974,0.0,-18.025,182.879,0,0.0,0.0,0,The Trombone Sound,Kai Winding,Captin Kut-Cha
1617,2,0.0,140.40771,0.5004591506589332,0.0,-4.459,207.974,0,0.242,0.0,2009,Knives [Clean],Aiden,Killing Machine
1618,0,0.0,197.22404,0.3690768705489907,0.0,-23.549,176.279,1,0.0,0.0,1956,Latin Kick,Cal Tjader,Manuel's Mambo
1619,8,0.615,219.81995,0.5831470220911679,0.0,-3.67,91.011,1,0.611,0.0,2005,One Nation Underground,Ill Nino,All I Ask For (Album Version)
1620,11,0.478,250.67057,0.2755932754375726,0.0,-3.809,127.891,1,0.648,0.0,0,Nippon Banzai,Zaïko Langa Langa,Fonsi
1621,6,0.828,243.25179,0.43266935290740416,0.0,-4.403,89.925,1,0.621,0.0,0,No Rules [Bonus Edition],Rebecca Lynn Howard,I'm Over You (Album Version)
1622,0,0.013,227.36934,0.3456102035553218,0.0,-15.712,103.621,1,0.304,0.0,0,Stills,Dive,Contact
1623,4,0.335,197.72036,0.0,0.0,-12.745,120.138,0,0.48,0.0,0,Surprisingly Good for You,Barbara Lusch,Why Don't You Do Right
1624,9,0.223,281.52118,0.3636756770511417,0.0,-13.358,201.006,1,0.285,0.0,1977,Morrocan Roll,Brand X,Hate Zone
1625,8,0.668,130.19383,0.0,0.0,-9.333,120.066,1,0.613,0.0,0,Coração de 5 Pontas,Hélio Ziskind,Telê
1626,7,0.374,183.58812,0.3389928026035713,0.0,-2.713,142.895,0,0.324,0.0,2009,Eurovision Song Contest 2009,Intars Busulis,Probka (Latvia)
1627,7,0.487,148.24444,0.44866907394031896,0.0,-15.354,108.128,1,0.449,0.0,0,The Complete Hi Recordings of Charlie Rich,Charlie Rich,Only Me
1628,7,0.638,277.7073,0.40062430869163634,0.0,-8.498,100.095,0,0.49,0.0,0,Virtuoso,Virtuoso,Beautiful Maria of My Soul
1629,0,0.031,194.45506,0.37383289436536393,0.0,-5.729,89.001,1,0.652,0.0,0,The Best Of Karen Peck And New River,Karen Peck And New River,Feels Good To Be Free
1630,1,0.477,349.51791,0.3400800143022967,0.0,-17.081,149.567,1,0.49,0.0,0,Only A Woman,Judy Mowatt,Trade Winds
1631,8,0.559,175.25506,0.4165039463700261,0.0,-17.186,84.894,1,0.471,0.0,0,Lili Marlene,Marlene Dietrich,No Love No Nothing
1632,0,0.692,271.85587,0.37217987785740625,0.0,-13.983,74.392,1,0.714,0.0,0,If You Love These Blues_ Play'em As You Please,Michael Bloomfield,I Must See Jesus
1633,11,0.385,269.81832,0.3645566762673935,0.0,-8.525,120.859,0,0.478,0.0,0,Alright Now,Paul Rodgers,Alright Now
1634,6,0.459,120.86812,0.4695138996962497,0.0,-6.72,170.081,1,0.396,0.0,2000,Let's Get Free,Dead Prez,Assassination
1635,9,0.811,229.45914,0.5307720852414254,0.0,-3.8,82.282,1,0.784,0.0,2008,David Cook,David Cook,I Did it for You
1636,9,0.757,255.21587,0.4394389955271936,0.0,-6.778,138.378,1,0.794,0.0,0,Normal as the Next Guy,Knack,A World Of My Own
1637,4,0.569,155.03628,0.30571905984485964,0.0,-6.611,99.901,1,0.51,0.0,2005,Rio,La Portuaria,Down On The Corner
1638,0,0.585,169.58649,0.3404974164956164,0.0,-4.333,148.012,1,0.518,0.0,0,Snug,Mulberry Lane,Come Dance With Me
1639,11,0.202,259.05587,0.42041261759961973,0.0,-8.977,126.46,0,0.533,0.0,2006,Drums Not Dead,Liars,A Visit From Drum
1640,7,0.527,276.79302,0.39362217173199315,0.0,-22.645,138.83,1,0.697,0.0,1992,Tom Barabas Live,Tom Barabas,More Than Words
1641,1,0.06,385.2273,0.3957935459099355,0.0,-6.965,94.005,1,0.273,0.0,2002,In Loving Memory,Modeselektor,We Do It Too
1642,11,0.623,1037.68771,0.0,0.0,-11.368,147.347,0,0.53,0.0,0,Taqdeer Dee Pencil,Naseebo Lal_ Arif Lohar,Mar gaye te sada naal
1643,2,0.395,99.3171,0.830356766356765,0.0,-20.575,204.064,1,0.341,0.0,0,Talking Drum,Chris Brown,Talking Drum (Isea '95)
1644,4,0.0,348.02893,0.240551990468017,0.0,-8.963,92.012,0,0.118,0.0,0,Worldwide,DJ Taz,C.O.G. To The ATL
1645,6,0.21,53.31546,0.39904208143240477,0.0,-23.155,79.685,0,0.433,0.0,2006,Azur et Asmar,Gabriel Yared,La clé parfumée
1646,2,0.414,189.43955,0.2515999237274326,0.0,-9.215,118.66,1,0.524,0.0,0,Starless & Bible Black,Starless & Bible Black,Hermione
1647,4,0.611,186.5922,0.40662621742204,0.0,-15.45,159.502,0,0.53,0.0,1998,Ronroco,Gustavo A. Santaolalla,La Vuelta
1648,10,0.467,49.94567,0.2800618575440023,0.0,-2.182,174.865,0,0.266,0.0,0,Split CD,Widespread Bloodshed,Wepons Of Mass Deception (Album)
1649,0,0.615,212.32281,0.3846110839616365,0.0,-11.51,174.437,1,0.596,0.0,0,The Ultimate Collection,Billie Jo Spears,Lizzie And The Rain Man
1650,11,0.568,87.11791,0.36103455642998344,0.0,-6.076,116.837,0,0.531,0.0,0,1993-1994 The Demos,Smut Peddlers,Chicken Strips (THE DEMOS version)
1651,10,0.442,161.802,0.0,0.0,-12.011,115.937,1,0.509,0.0,0,Millennium-Tanzparty,Günter Noris,Was Machst Du Mit Dem Knie_ Lieber Hans?
1652,2,0.886,258.19383,0.368196028137103,0.0,-5.319,180.327,1,0.668,0.0,2009,Der Letzte seiner Art,Afrob feat. Sarah,Gief Konjunkturpaket VI
1653,2,0.481,250.85342,0.41136413214629225,0.0,-12.439,168.935,1,0.533,0.0,0,The Real Rock,Shinehead,The Real Rock
1654,2,0.508,152.65914,0.37668863102209926,0.0,-3.478,181.748,1,0.563,0.0,2001,Rode Hard and Put Away Wet,Diesel Boy,Pocket Full Of Stars
1655,7,0.507,289.30567,0.8048304278312782,0.0,-2.973,174.69,1,0.507,0.0,2000,The Marshall Mathers LP,Eminem,The Way I Am
1656,11,0.071,232.38485,0.4185121703637773,0.0,-5.631,85.326,0,0.393,0.0,0,Electric Moments,Milo,Back Into Business
1657,9,0.632,237.97506,0.4251262082120833,0.0,-12.008,86.006,0,0.603,0.0,2000,Líricas,Zeca Baleiro,Blues Do Elevador
1658,5,0.002,181.62893,0.4675520207316884,0.0,-14.808,96.22,1,0.061,0.0,1995,Return To The 36 Chambers: The Dirty Version,Ol' Dirty Bastard,Hippa To Da Hoppa [Explicit Version]
1659,10,0.028,106.60526,0.42138826495338527,0.0,-9.104,93.594,1,0.626,0.0,2000,Down Among the Deadmen,The Lord Weird Slough Feg,Beast In the Broch
1660,4,0.0,257.95873,0.0,0.0,-11.401,124.487,1,0.0,0.0,1988,Trax Records: Acid Classics,Six Brown Brothers,Battery Acid
1661,0,0.697,558.28853,0.27392333863599866,0.0,-8.078,130.019,1,0.463,0.0,0,Mis Sueños feat Norma Castro,Mario Garcia,Mis Sueños feat Norma Castro
1662,0,0.497,114.93832,0.3191196017893604,0.0,-8.667,164.52,1,0.535,0.0,0,Guitar Boogie Fever,Eddie Jones,Perfidia
1663,4,0.492,229.01506,0.5162343840837891,0.0,-4.774,87.899,0,0.389,0.0,0,Hit Parade: The Greatest Hits,Audio Adrenaline,Will Not Fade  (Hit Parade Album Version (new Song))
1664,0,0.328,241.68444,0.4209454860338134,0.0,-8.948,140.025,0,0.357,0.0,2009,If You Want it,Pacha Massive,Just Want To See Ya
1665,4,0.258,153.33832,0.40172368550367865,0.0,-5.92,133.986,1,0.319,0.0,2001,The World According To Gob,Gob,No Regrets
1666,7,0.339,266.00444,0.33455514556052596,0.0,-8.147,119.996,1,0.51,0.0,0,Joy In The City,Zuma,Inferior (Late Night Version)
1667,4,0.421,307.51302,0.0,0.0,-17.83,164.698,0,0.531,0.0,0,Black & White TV With The Sound Turned Low,Nick Conolly,Pseudoephedrine
1668,11,0.996,251.76771,0.37986810994256437,0.0,-8.592,165.971,1,0.78,0.0,2009,Hear Globally: A Cumbancha Collection,Rupa & the April Fishes,C'est Moi
1669,1,0.687,159.11138,0.42495308411251165,0.0,-20.142,98.823,1,0.669,0.0,1987,Best Of Strange Cargo,William Orbit,Love My Way
1670,2,0.029,241.03138,0.39780370725195013,0.0,-6.297,96.989,1,0.154,0.0,1999,Vitamin C,Vitamin C,About Last Night (LP Version)
1671,7,0.417,404.58404,0.5364000107927084,0.0,-8.087,119.713,1,0.544,0.0,1996,Live,The Black Crowes,Girl From A Pawnshop
1672,11,0.462,226.06322,0.3825930008756608,0.0,-14.977,135.951,1,0.355,0.0,1973,Woman Across The River (World),Freddie King,Boogie Man
1673,0,0.589,238.94159,0.4142756816409491,0.0,-3.394,139.977,1,0.572,0.0,2009,Show Your Colors,Amoral,Perfection Design
1674,4,0.459,383.29424,0.543954417055839,0.0,-12.338,147.83,1,0.112,0.0,2009,Where The Wild Things Are,Steve Vai,Angel Food
1675,4,0.389,222.30159,0.45121923689083615,0.0,-7.3,161.456,1,0.403,0.0,1995,Paradise In Me,K's Choice,My Record Company
1676,9,0.397,308.92363,0.5031516059846183,0.0,-18.105,60.757,1,0.521,0.0,0,Naked Songs Live And Acoustic,Rickie Lee Jones,Coolsville (Live Acoustic Version)
1677,10,0.593,441.96526,0.5984585009824434,0.0,-6.962,133.903,0,0.562,0.0,1994,The Downward Spiral - Deluxe Edition,Nine Inch Nails,Memorabilia
1678,0,0.123,342.20363,0.42935351499935154,0.0,-9.573,92.742,1,0.556,0.0,2003,Tacos Deluxe,The Fabulous Thunderbirds,I Can't Quit You Baby (Live) [Never Released]
1679,0,0.901,234.762,0.44136658534263323,0.0,-12.455,205.245,1,0.692,0.0,1983,80s Triple Set,Wang Chung,Dance Hall Days
1680,9,0.569,181.08036,0.31364777110715686,0.0,-26.997,142.398,1,0.54,0.0,1947,Smokin' Hits,Tex Williams,Smoke! Smoke! Smoke! (That Cigarette)
1681,2,0.726,287.99955,0.5507620846559074,0.0,-16.372,126.986,1,0.781,0.0,2005,Razor,Foo Fighters,Razor
1682,5,0.354,142.52363,0.5485336545339214,0.0,-10.596,229.808,0,0.287,0.0,2004,Insomnia - The Best Of,Faithless,Six
1683,0,0.64,148.74077,0.3208501295544305,0.0,-7.551,98.681,1,0.727,0.0,0,Dansez Avec Jo Privat,Jo Privat,Sous Les Ponts De Paris (Valse)
1684,10,0.884,163.39546,0.3257178029642499,0.0,-20.524,128.601,1,0.581,0.0,0,The Age Of Style - Hits of the 30s,Marion Harris,Would You Like To Take A Walk?
1685,8,0.411,128.93995,0.2777899672070514,0.0,-16.683,206.454,1,0.501,0.0,2005,50 Reasons To Love Paris,Gus Viseur,Le Bal Du P'tit Jardin
1686,1,0.587,416.44363,0.3796711247498673,0.0,-17.518,147.055,1,0.66,0.0,0,Lost and Found,Willie Bobo,A Little Tear
1687,0,0.681,276.03546,0.5577556747785098,0.0,-2.98,95.684,1,0.359,0.0,0,The Predator (World) (Explicit),Ice Cube,When Will They Shoot? (Explicit)
1688,7,0.046,184.55465,0.5074642431149818,0.0,-8.7,86.971,1,0.336,0.0,2005,Portrait,Rick Astley,Close To You
1689,7,0.455,381.17832,0.5357631577199824,0.0,-6.36,134.5,1,0.528,0.0,2008,Made In The Dark,Hot Chip,Hold On
1690,0,0.344,207.93424,0.27775367234636034,0.0,-12.407,115.449,0,0.564,0.0,0,Pass In Review,US Coast Guard Band,Independentia
1691,10,0.058,265.61261,0.38407978443986024,0.0,-5.145,153.211,0,0.158,0.0,2000,My So Called Knife,Lollipop Lust Kill,Bury You
1692,5,0.29,201.9522,0.343389814614625,0.0,-13.214,138.213,1,0.575,0.0,1990,Universe One,Bill Douglas,Highland
1693,4,0.285,273.78893,0.5217266477912379,0.0,-10.27,193.575,0,0.27,0.0,1993,Vasos Vacios,Los Fabulosos Cadillacs,Matador
1694,4,0.16,115.25179,0.3942896621203247,0.0,-14.562,59.983,1,0.438,0.0,1956,Georges Brassens: Le siècle d'or,Georges Brassens,Colombine
1695,4,0.818,310.59546,0.37217987785740625,0.0,-10.091,153.086,1,0.508,0.0,0,Bloomfield-A Retrospective,Michael Bloomfield,You're Killing My Love
1696,2,0.597,162.69016,0.32281438442796573,0.0,-4.347,98.085,0,0.497,0.0,0,Daybreak,Chariots,Ghosts
1697,4,0.535,211.87873,0.47638910882585617,0.0,-4.309,152.457,0,0.674,0.0,2006,Live At El Sol,Mudhoney,It Is Us
1698,8,0.377,273.18812,0.3609609597234233,0.0,-9.722,95.986,0,0.385,0.0,1993,The Best Of,Apache Indian,Badd Indian
1699,2,0.826,223.11138,0.37144982486635364,0.0,-7.242,94.18,0,0.718,0.0,0,Lumipallo,J. Karjalainen & Mustat Lasit,Keinu Kanssani (2003 Digital Remaster)
